,i,j,y,t,l,k,alpha,psi
3067,613,13,-1.7296751295848327,2,0,0,-1.934843132203402,-1.335177736118937
3068,613,13,-0.8384676193878007,3,0,0,-1.934843132203402,-1.335177736118937
3069,613,13,-3.8451064668020196,4,0,0,-1.934843132203402,-1.335177736118937
3070,614,102,-1.3183675149453637,0,1,5,-0.8614545985909151,0.11418529432142824
3071,614,85,-2.455859614249749,1,1,3,-0.8614545985909151,-0.3487556955170447
3072,614,85,0.29867422404770494,2,1,3,-0.8614545985909151,-0.3487556955170447
3073,614,60,-1.8692910812765553,3,1,1,-0.8614545985909151,-0.9084578685373851
3074,614,60,-1.5121234144296372,4,1,1,-0.8614545985909151,-0.9084578685373851
3075,615,62,-4.201129148503803,0,0,1,-1.934843132203402,-0.9084578685373851
3076,615,19,-3.0911652642927456,1,0,0,-1.934843132203402,-1.335177736118937
3077,615,19,-1.6914185124923882,2,0,0,-1.934843132203402,-1.335177736118937
3078,615,19,-3.1050432863674993,3,0,0,-1.934843132203402,-1.335177736118937
3079,615,19,-4.673838793812649,4,0,0,-1.934843132203402,-1.335177736118937
3080,616,137,2.54874295927977,0,3,8,0.8614545985909149,0.9084578685373853
3081,616,137,2.514184247592649,1,3,8,0.8614545985909149,0.9084578685373853
3082,616,137,3.3018658944660855,2,3,8,0.8614545985909149,0.9084578685373853
3083,616,137,1.6127138269890904,3,3,8,0.8614545985909149,0.9084578685373853
3084,616,137,0.8874522986596622,4,3,8,0.8614545985909149,0.9084578685373853
3085,617,85,2.1385186763861466,0,2,3,0.0,-0.3487556955170447
3086,617,85,4.164622800830901,1,2,3,0.0,-0.3487556955170447
3087,617,85,-2.0243219437436664,2,2,3,0.0,-0.3487556955170447
3088,617,85,2.3939518560533206,3,2,3,0.0,-0.3487556955170447
3089,617,108,-0.9930697556118162,4,2,6,0.0,0.3487556955170447
3090,618,144,5.493862047692837,0,3,8,0.8614545985909149,0.9084578685373853
3091,618,133,1.1963932760049083,1,3,8,0.8614545985909149,0.9084578685373853
3092,618,133,4.579451916548097,2,3,8,0.8614545985909149,0.9084578685373853
3093,618,133,-0.4756924896393664,3,3,8,0.8614545985909149,0.9084578685373853
3094,618,133,1.7497421038126162,4,3,8,0.8614545985909149,0.9084578685373853
3095,619,139,2.6444408143995206,0,3,8,0.8614545985909149,0.9084578685373853
3096,619,139,0.49118663162617326,1,3,8,0.8614545985909149,0.9084578685373853
3097,619,139,2.618309917404913,2,3,8,0.8614545985909149,0.9084578685373853
3098,619,139,-0.48316117613845444,3,3,8,0.8614545985909149,0.9084578685373853
3099,619,139,1.087623937471311,4,3,8,0.8614545985909149,0.9084578685373853
3100,620,166,5.405756120765167,0,4,9,1.934843132203402,1.3351777361189363
3101,620,154,3.9410836804337124,1,4,9,1.934843132203402,1.3351777361189363
3102,620,154,1.9039619335334625,2,4,9,1.934843132203402,1.3351777361189363
3103,620,154,3.512299579062013,3,4,9,1.934843132203402,1.3351777361189363
3104,620,154,5.125787282414641,4,4,9,1.934843132203402,1.3351777361189363
3105,621,144,2.462069028898154,0,3,8,0.8614545985909149,0.9084578685373853
3106,621,144,1.5254694583061503,1,3,8,0.8614545985909149,0.9084578685373853
3107,621,144,1.2023068137161312,2,3,8,0.8614545985909149,0.9084578685373853
3108,621,106,1.301910370267745,3,3,5,0.8614545985909149,0.11418529432142824
3109,621,106,1.5833669215849668,4,3,5,0.8614545985909149,0.11418529432142824
3110,622,14,-0.8135020909797426,0,1,0,-0.8614545985909151,-1.335177736118937
3111,622,14,0.7736931079869884,1,1,0,-0.8614545985909151,-1.335177736118937
3112,622,14,-1.2227437758473028,2,1,0,-0.8614545985909151,-1.335177736118937
3113,622,14,0.6684191460878881,3,1,0,-0.8614545985909151,-1.335177736118937
3114,622,14,-0.9513822926013642,4,1,0,-0.8614545985909151,-1.335177736118937
3115,623,49,-4.26061048683501,0,0,0,-1.934843132203402,-1.335177736118937
3116,623,49,-1.6854991424085406,1,0,0,-1.934843132203402,-1.335177736118937
3117,623,49,-0.90341774253868,2,0,0,-1.934843132203402,-1.335177736118937
3118,623,49,-2.8232784594356195,3,0,0,-1.934843132203402,-1.335177736118937
3119,623,49,-2.307563717235828,4,0,0,-1.934843132203402,-1.335177736118937
3120,624,32,-4.192261812370661,0,0,0,-1.934843132203402,-1.335177736118937
3121,624,32,-4.5893395936262005,1,0,0,-1.934843132203402,-1.335177736118937
3122,624,9,-4.274960471297959,2,0,0,-1.934843132203402,-1.335177736118937
3123,624,9,-4.0018962041950195,3,0,0,-1.934843132203402,-1.335177736118937
3124,624,9,-5.004749812710989,4,0,0,-1.934843132203402,-1.335177736118937
3125,625,186,-0.6466003121562327,0,3,9,0.8614545985909149,1.3351777361189363
3126,625,186,4.146545903171948,1,3,9,0.8614545985909149,1.3351777361189363
3127,625,186,0.26491815168900557,2,3,9,0.8614545985909149,1.3351777361189363
3128,625,186,4.487641291287803,3,3,9,0.8614545985909149,1.3351777361189363
3129,625,186,1.5276895005132203,4,3,9,0.8614545985909149,1.3351777361189363
3130,626,19,-8.356401941029343,0,0,0,-1.934843132203402,-1.335177736118937
3131,626,19,-5.244732265674753,1,0,0,-1.934843132203402,-1.335177736118937
3132,626,19,-6.4721622129631395,2,0,0,-1.934843132203402,-1.335177736118937
3133,626,19,-4.534815605776278,3,0,0,-1.934843132203402,-1.335177736118937
3134,626,19,-2.4549579159877335,4,0,0,-1.934843132203402,-1.335177736118937
3135,627,185,3.3168777141840344,0,3,9,0.8614545985909149,1.3351777361189363
3136,627,185,-1.217422825525626,1,3,9,0.8614545985909149,1.3351777361189363
3137,627,185,2.173496893906415,2,3,9,0.8614545985909149,1.3351777361189363
3138,627,185,3.2967315820043193,3,3,9,0.8614545985909149,1.3351777361189363
3139,627,185,3.9763457469495838,4,3,9,0.8614545985909149,1.3351777361189363
3140,628,13,-4.457564465813379,0,0,0,-1.934843132203402,-1.335177736118937
3141,628,13,-4.027569323734609,1,0,0,-1.934843132203402,-1.335177736118937
3142,628,13,-3.592845942771293,2,0,0,-1.934843132203402,-1.335177736118937
3143,628,13,-3.593696221784766,3,0,0,-1.934843132203402,-1.335177736118937
3144,628,13,-3.5435808885186906,4,0,0,-1.934843132203402,-1.335177736118937
3145,629,177,5.307204222225478,0,4,9,1.934843132203402,1.3351777361189363
3146,629,177,4.672270308205629,1,4,9,1.934843132203402,1.3351777361189363
3147,629,147,5.1140910634259065,2,4,9,1.934843132203402,1.3351777361189363
3148,629,147,3.721360232127136,3,4,9,1.934843132203402,1.3351777361189363
3149,629,147,3.386193065457998,4,4,9,1.934843132203402,1.3351777361189363
3150,630,115,2.0954016425247746,0,3,6,0.8614545985909149,0.3487556955170447
3151,630,115,4.832789669734409,1,3,6,0.8614545985909149,0.3487556955170447
3152,630,115,3.254426493733752,2,3,6,0.8614545985909149,0.3487556955170447
3153,630,115,0.10677087931441887,3,3,6,0.8614545985909149,0.3487556955170447
3154,630,115,1.618825297169386,4,3,6,0.8614545985909149,0.3487556955170447
3155,631,184,0.8752314750534227,0,4,9,1.934843132203402,1.3351777361189363
3156,631,184,2.934421899229806,1,4,9,1.934843132203402,1.3351777361189363
3157,631,184,3.95098435697725,2,4,9,1.934843132203402,1.3351777361189363
3158,631,184,3.75354577414879,3,4,9,1.934843132203402,1.3351777361189363
3159,631,169,3.3940728535328426,4,4,9,1.934843132203402,1.3351777361189363
3160,632,151,2.325422569165067,0,3,9,0.8614545985909149,1.3351777361189363
3161,632,151,6.004407391497258,1,3,9,0.8614545985909149,1.3351777361189363
3162,632,151,5.211355488131792,2,3,9,0.8614545985909149,1.3351777361189363
3163,632,151,-0.90403702588348,3,3,9,0.8614545985909149,1.3351777361189363
3164,632,151,2.2660833742952753,4,3,9,0.8614545985909149,1.3351777361189363
3165,633,32,-0.5352959151634558,0,2,0,0.0,-1.335177736118937
3166,633,32,-2.047627321230706,1,2,0,0.0,-1.335177736118937
3167,633,95,-0.4076782473100124,2,2,4,0.0,-0.11418529432142838
3168,633,95,0.3437324418567621,3,2,4,0.0,-0.11418529432142838
3169,633,95,-2.4513658326706564,4,2,4,0.0,-0.11418529432142838
3170,634,189,4.246381462867048,0,4,9,1.934843132203402,1.3351777361189363
3171,634,189,2.2358464568500804,1,4,9,1.934843132203402,1.3351777361189363
3172,634,189,2.5704774541391116,2,4,9,1.934843132203402,1.3351777361189363
3173,634,189,5.473591944695141,3,4,9,1.934843132203402,1.3351777361189363
3174,634,189,6.558374325796794,4,4,9,1.934843132203402,1.3351777361189363
3175,635,132,1.0699659205518708,0,4,8,1.934843132203402,0.9084578685373853
3176,635,132,4.979969495912999,1,4,8,1.934843132203402,0.9084578685373853
3177,635,132,4.035406316738706,2,4,8,1.934843132203402,0.9084578685373853
3178,635,132,6.020528983746916,3,4,8,1.934843132203402,0.9084578685373853
3179,635,132,1.8339087647283634,4,4,8,1.934843132203402,0.9084578685373853
3180,636,125,3.976333057995619,0,3,7,0.8614545985909149,0.6045853465832371
3181,636,125,-0.7755482181546274,1,3,7,0.8614545985909149,0.6045853465832371
3182,636,125,0.8269993749408059,2,3,7,0.8614545985909149,0.6045853465832371
3183,636,125,3.360070996313435,3,3,7,0.8614545985909149,0.6045853465832371
3184,636,125,1.0065700174806844,4,3,7,0.8614545985909149,0.6045853465832371
3185,637,143,-3.862140380292834,0,2,8,0.0,0.9084578685373853
3186,637,143,0.18435567895712424,1,2,8,0.0,0.9084578685373853
3187,637,143,1.9993314984256414,2,2,8,0.0,0.9084578685373853
3188,637,143,4.174148858017069,3,2,8,0.0,0.9084578685373853
3189,637,143,1.059426382375345,4,2,8,0.0,0.9084578685373853
3190,638,50,-2.6994858946480136,0,1,1,-0.8614545985909151,-0.9084578685373851
3191,638,50,-2.7633703184691862,1,1,1,-0.8614545985909151,-0.9084578685373851
3192,638,50,-3.6264614303908984,2,1,1,-0.8614545985909151,-0.9084578685373851
3193,638,50,-2.2097817015677585,3,1,1,-0.8614545985909151,-0.9084578685373851
3194,638,50,-2.468140183401342,4,1,1,-0.8614545985909151,-0.9084578685373851
3195,639,84,-1.0789153206645705,0,2,3,0.0,-0.3487556955170447
3196,639,116,1.9250630389377,1,2,6,0.0,0.3487556955170447
3197,639,116,-1.1598931764528402,2,2,6,0.0,0.3487556955170447
3198,639,122,0.5682904585601786,3,2,7,0.0,0.6045853465832371
3199,639,122,-1.6840464131766246,4,2,7,0.0,0.6045853465832371
3200,640,54,-2.2408014760033987,0,0,1,-1.934843132203402,-0.9084578685373851
3201,640,54,-1.039738358517497,1,0,1,-1.934843132203402,-0.9084578685373851
3202,640,54,-2.69544867539251,2,0,1,-1.934843132203402,-0.9084578685373851
3203,640,54,0.28147452568956766,3,0,1,-1.934843132203402,-0.9084578685373851
3204,640,54,-3.4349703669347535,4,0,1,-1.934843132203402,-0.9084578685373851
3205,641,133,-0.007972142795812487,0,2,8,0.0,0.9084578685373853
3206,641,133,0.16702522642897555,1,2,8,0.0,0.9084578685373853
3207,641,133,-3.1649627197592123,2,2,8,0.0,0.9084578685373853
3208,641,133,5.000044331711357,3,2,8,0.0,0.9084578685373853
3209,641,133,2.052131611576,4,2,8,0.0,0.9084578685373853
3210,642,34,-0.17602584985249736,0,1,0,-0.8614545985909151,-1.335177736118937
3211,642,34,-3.902254286616981,1,1,0,-0.8614545985909151,-1.335177736118937
3212,642,34,-0.3899448654400084,2,1,0,-0.8614545985909151,-1.335177736118937
3213,642,34,-1.3247993431809013,3,1,0,-0.8614545985909151,-1.335177736118937
3214,642,51,-3.5618514349766226,4,1,1,-0.8614545985909151,-0.9084578685373851
3215,643,189,0.057744193299754,0,4,9,1.934843132203402,1.3351777361189363
3216,643,189,6.586336718533405,1,4,9,1.934843132203402,1.3351777361189363
3217,643,189,3.947378080094562,2,4,9,1.934843132203402,1.3351777361189363
3218,643,189,7.082073355304605,3,4,9,1.934843132203402,1.3351777361189363
3219,643,189,4.395146714967947,4,4,9,1.934843132203402,1.3351777361189363
3220,644,197,3.656705390590407,0,3,9,0.8614545985909149,1.3351777361189363
3221,644,197,-1.2329925548022795,1,3,9,0.8614545985909149,1.3351777361189363
3222,644,197,2.212222411288414,2,3,9,0.8614545985909149,1.3351777361189363
3223,644,197,1.5489908604227127,3,3,9,0.8614545985909149,1.3351777361189363
3224,644,197,1.8876099108892102,4,3,9,0.8614545985909149,1.3351777361189363
3225,645,180,4.408150584037894,0,4,9,1.934843132203402,1.3351777361189363
3226,645,135,-1.4656445389044581,1,4,8,1.934843132203402,0.9084578685373853
3227,645,135,3.5715133043561886,2,4,8,1.934843132203402,0.9084578685373853
3228,645,135,3.54770714289345,3,4,8,1.934843132203402,0.9084578685373853
3229,645,135,3.3955277065860585,4,4,8,1.934843132203402,0.9084578685373853
3230,646,173,2.9200710196749355,0,4,9,1.934843132203402,1.3351777361189363
3231,646,173,4.354201399345664,1,4,9,1.934843132203402,1.3351777361189363
3232,646,173,2.8015397126716715,2,4,9,1.934843132203402,1.3351777361189363
3233,646,175,5.0967051434609125,3,4,9,1.934843132203402,1.3351777361189363
3234,646,175,2.5802264925341687,4,4,9,1.934843132203402,1.3351777361189363
3235,647,88,4.0661742984206946,0,3,3,0.8614545985909149,-0.3487556955170447
3236,647,88,-1.704926799018228,1,3,3,0.8614545985909149,-0.3487556955170447
3237,647,88,0.07527101389493085,2,3,3,0.8614545985909149,-0.3487556955170447
3238,647,88,-3.907217609786172,3,3,3,0.8614545985909149,-0.3487556955170447
3239,647,88,-1.4100144918586628,4,3,3,0.8614545985909149,-0.3487556955170447
3240,648,178,5.176958409272248,0,4,9,1.934843132203402,1.3351777361189363
3241,648,178,2.270860853673142,1,4,9,1.934843132203402,1.3351777361189363
3242,648,178,3.9107137746827,2,4,9,1.934843132203402,1.3351777361189363
3243,648,178,5.8283126822942055,3,4,9,1.934843132203402,1.3351777361189363
3244,648,178,0.40161090498774765,4,4,9,1.934843132203402,1.3351777361189363
3245,649,36,-5.71248687646083,0,2,0,0.0,-1.335177736118937
3246,649,36,0.8231100912354326,1,2,0,0.0,-1.335177736118937
3247,649,36,-5.698845207213387,2,2,0,0.0,-1.335177736118937
3248,649,36,-1.4576436821230576,3,2,0,0.0,-1.335177736118937
3249,649,36,-4.544055369819552,4,2,0,0.0,-1.335177736118937
3250,650,76,-1.607892527585728,0,2,2,0.0,-0.6045853465832371
3251,650,59,-2.4534958549574184,1,2,1,0.0,-0.9084578685373851
3252,650,59,-1.706244684477394,2,2,1,0.0,-0.9084578685373851
3253,650,122,2.1952387670826243,3,2,7,0.0,0.6045853465832371
3254,650,122,-1.5835098524760458,4,2,7,0.0,0.6045853465832371
3255,651,0,-0.709237369097341,0,1,0,-0.8614545985909151,-1.335177736118937
3256,651,0,-1.2919423852090979,1,1,0,-0.8614545985909151,-1.335177736118937
3257,651,0,-4.849329889375217,2,1,0,-0.8614545985909151,-1.335177736118937
3258,651,0,-2.2232680185024796,3,1,0,-0.8614545985909151,-1.335177736118937
3259,651,0,-0.5764583642434651,4,1,0,-0.8614545985909151,-1.335177736118937
3260,652,104,0.14616954352124925,0,2,5,0.0,0.11418529432142824
3261,652,104,-0.8170071094195932,1,2,5,0.0,0.11418529432142824
3262,652,104,2.583823204283822,2,2,5,0.0,0.11418529432142824
3263,652,95,3.0682689005345343,3,2,4,0.0,-0.11418529432142838
3264,652,95,-0.9251387965471372,4,2,4,0.0,-0.11418529432142838
3265,653,70,-4.782930443360673,0,0,1,-1.934843132203402,-0.9084578685373851
3266,653,70,-1.560414979017042,1,0,1,-1.934843132203402,-0.9084578685373851
3267,653,70,0.10565687034170823,2,0,1,-1.934843132203402,-0.9084578685373851
3268,653,70,-3.5500116959720986,3,0,1,-1.934843132203402,-0.9084578685373851
3269,653,70,-2.4435511455627723,4,0,1,-1.934843132203402,-0.9084578685373851
3270,654,120,-1.0294068470358364,0,3,7,0.8614545985909149,0.6045853465832371
3271,654,120,-2.3615773880379716,1,3,7,0.8614545985909149,0.6045853465832371
3272,654,120,0.5592596583059101,2,3,7,0.8614545985909149,0.6045853465832371
3273,654,120,2.9049590978238378,3,3,7,0.8614545985909149,0.6045853465832371
3274,654,120,2.2805325942233616,4,3,7,0.8614545985909149,0.6045853465832371
3275,655,13,-5.490791022914639,0,0,0,-1.934843132203402,-1.335177736118937
3276,655,13,-3.69316799886182,1,0,0,-1.934843132203402,-1.335177736118937
3277,655,13,-0.5048271973306577,2,0,0,-1.934843132203402,-1.335177736118937
3278,655,13,-4.359455008799973,3,0,0,-1.934843132203402,-1.335177736118937
3279,655,13,-2.6263391647301697,4,0,0,-1.934843132203402,-1.335177736118937
3280,656,29,-3.4906389862444493,0,2,0,0.0,-1.335177736118937
3281,656,29,-0.7206560404585479,1,2,0,0.0,-1.335177736118937
3282,656,29,-1.5485765464794599,2,2,0,0.0,-1.335177736118937
3283,656,29,-1.0485785577107254,3,2,0,0.0,-1.335177736118937
3284,656,69,-1.1095014193342103,4,2,1,0.0,-0.9084578685373851
3285,657,84,-2.6391484064160626,0,1,3,-0.8614545985909151,-0.3487556955170447
3286,657,84,-2.5720570186813863,1,1,3,-0.8614545985909151,-0.3487556955170447
3287,657,84,-2.644540544388234,2,1,3,-0.8614545985909151,-0.3487556955170447
3288,657,84,0.879124621588034,3,1,3,-0.8614545985909151,-0.3487556955170447
3289,657,84,-2.6539849944917737,4,1,3,-0.8614545985909151,-0.3487556955170447
3290,658,7,-3.959296271097509,0,0,0,-1.934843132203402,-1.335177736118937
3291,658,7,-1.9743544064109437,1,0,0,-1.934843132203402,-1.335177736118937
3292,658,7,-2.125630039979421,2,0,0,-1.934843132203402,-1.335177736118937
3293,658,7,-0.5824892045611434,3,0,0,-1.934843132203402,-1.335177736118937
3294,658,7,-4.239508483980737,4,0,0,-1.934843132203402,-1.335177736118937
3295,659,128,2.1848474917013636,0,3,8,0.8614545985909149,0.9084578685373853
3296,659,191,1.285979361740932,1,3,9,0.8614545985909149,1.3351777361189363
3297,659,191,3.9698049229759143,2,3,9,0.8614545985909149,1.3351777361189363
3298,659,191,4.453641648759831,3,3,9,0.8614545985909149,1.3351777361189363
3299,659,191,5.772150019688491,4,3,9,0.8614545985909149,1.3351777361189363
3300,660,176,4.574630037615419,0,4,9,1.934843132203402,1.3351777361189363
3301,660,176,2.5957586713844916,1,4,9,1.934843132203402,1.3351777361189363
3302,660,176,2.0710334957389516,2,4,9,1.934843132203402,1.3351777361189363
3303,660,176,3.5216573183103983,3,4,9,1.934843132203402,1.3351777361189363
3304,660,176,4.306008205599907,4,4,9,1.934843132203402,1.3351777361189363
3305,661,8,-0.8139661506080542,0,0,0,-1.934843132203402,-1.335177736118937
3306,661,8,1.9242442351644007,1,0,0,-1.934843132203402,-1.335177736118937
3307,661,8,-0.004714347613244296,2,0,0,-1.934843132203402,-1.335177736118937
3308,661,42,-2.298201844287584,3,0,0,-1.934843132203402,-1.335177736118937
3309,661,35,-8.192934079385932,4,0,0,-1.934843132203402,-1.335177736118937
3310,662,93,-2.7474275821431107,0,2,4,0.0,-0.11418529432142838
3311,662,92,3.0429804955272224,1,2,4,0.0,-0.11418529432142838
3312,662,92,-0.19362341681782963,2,2,4,0.0,-0.11418529432142838
3313,662,92,-2.633817237729259,3,2,4,0.0,-0.11418529432142838
3314,662,55,1.7743919051641392,4,2,1,0.0,-0.9084578685373851
3315,663,181,0.13796283144973476,0,3,9,0.8614545985909149,1.3351777361189363
3316,663,181,-1.387393121763567,1,3,9,0.8614545985909149,1.3351777361189363
3317,663,181,-0.9756425323536408,2,3,9,0.8614545985909149,1.3351777361189363
3318,663,181,3.1011477147257227,3,3,9,0.8614545985909149,1.3351777361189363
3319,663,181,-1.139614009873375,4,3,9,0.8614545985909149,1.3351777361189363
3320,664,177,2.0633083247964463,0,3,9,0.8614545985909149,1.3351777361189363
3321,664,177,2.4969967915003366,1,3,9,0.8614545985909149,1.3351777361189363
3322,664,177,-0.3778546065746444,2,3,9,0.8614545985909149,1.3351777361189363
3323,664,177,-1.5373565969423275,3,3,9,0.8614545985909149,1.3351777361189363
3324,664,177,5.605379340145489,4,3,9,0.8614545985909149,1.3351777361189363
3325,665,176,2.4689600027904377,0,3,9,0.8614545985909149,1.3351777361189363
3326,665,176,0.1152553791138966,1,3,9,0.8614545985909149,1.3351777361189363
3327,665,176,4.21588068304578,2,3,9,0.8614545985909149,1.3351777361189363
3328,665,176,0.6359945203249382,3,3,9,0.8614545985909149,1.3351777361189363
3329,665,176,2.5302457309288755,4,3,9,0.8614545985909149,1.3351777361189363
